"","Comment","User","ReplyCount","LikeCount","PublishTime","CommentId","ParentID","ReplyToAnotherUser","VideoID"
"121","Thank you, George! ","Yvette Wiley","0","0","2015-07-25T14:54:13.400Z","z122wxgjuujkhnobm04cchubdqridxnk2.1437836053400342","z122wxgjuujkhnobm04cchubdqridxnk2","Yvette Wiley","W2GZFeYGU3s"
"131","+Yvette Wiley YouTube is one way to learn. I recommend the channel +
thenewboston as he brings out new videos very often and is currently 
teaching R. I learnt Java and Python from him.","George Thomas","0","2","2015-07-25T14:30:09.029Z","z122wxgjuujkhnobm04cchubdqridxnk2.1437834609029011","z122wxgjuujkhnobm04cchubdqridxnk2","Yvette Wiley","W2GZFeYGU3s"
"141","+Ernesto Oropeza It worths even more.","Fariz Adnan","0","0","2015-10-21T13:18:48.251Z","z12gwvmyrr21xtyuc23lhtngiwiqu3v3w.1445433528251764","z12gwvmyrr21xtyuc23lhtngiwiqu3v3w","Ernesto Oropeza","W2GZFeYGU3s"
"151","Of course!! Another alternative is scala with Spark","Ronnie Rios","0","0","2015-03-18T21:58:31.433Z","z12gwvmyrr21xtyuc23lhtngiwiqu3v3w.1426715911433563","z12gwvmyrr21xtyuc23lhtngiwiqu3v3w","Ernesto Oropeza","W2GZFeYGU3s"
"161","And another word: Fantastic!","Mohammad Sami Samim","0","0","2016-01-14T19:41:54.844Z","z13zu3lxkka4drlu0230sfhpwxjtc3nhu04.1452800514844010","z13zu3lxkka4drlu0230sfhpwxjtc3nhu04","Victor Augusto","W2GZFeYGU3s"
"171","Another word, fantastic !","DavidAKZ","0","0","2015-02-19T02:27:27.290Z","z13zu3lxkka4drlu0230sfhpwxjtc3nhu04.1424312847290251","z13zu3lxkka4drlu0230sfhpwxjtc3nhu04","Victor Augusto","W2GZFeYGU3s"
"181","+Baqer Mamouri It's still an extremely useless language, and become even 
more useless as time passes by.","Fariz Adnan","0","0","2015-10-21T13:19:56.931Z","z12uu30qzy2kxpmmu23dgvtxzxn1hx21e.1445433596931565","z12uu30qzy2kxpmmu23dgvtxzxn1hx21e","Baqer Mamouri","W2GZFeYGU3s"
"191","I'm pretty sure there will be legacy code out there, that no one knows how 
to manipulate so you can push the $/hr up :-)","DavidAKZ","0","1","2015-02-19T02:32:55.229Z","z12uu30qzy2kxpmmu23dgvtxzxn1hx21e.1424313175229455","z12uu30qzy2kxpmmu23dgvtxzxn1hx21e","Baqer Mamouri","W2GZFeYGU3s"
"1011","Hi +Ehsan Karim


How are you?

Recently I was surfing on Youtube. I come to know about your Youtube 
Channel. I have viewed so many of your videos. I become fan of your videos 
and style of making it and represent your ideas. 

I am so curious to know about How did you start this? please tell your story

Who did you inspire to motivate to make this amzing and useful videos.?

Why did you start this channel?

How many hours do you give in a week? do you work full time or work on 
weekends?

Which kind of opportunities do you start getting after making this videos?

How much money do you get from google adsense?

Is it good idea to make videos for full time?

What do you think if everyone start making their own youtube channel to 
teach something then what will be the future of education?

How much money did you invested to record and edit this videos?

Do you your own studio?

which tools do you use to record these videos and which software do you use 
for editing?


What message and tips do you like to inspire others to make educational 
youtube videos?﻿","Emilie Priyadarshini","0","0","2015-08-23T06:45:41.641Z","z12ji3fgpm2yjx3vz22mipkonnv3d3xma","None","FALSE","mL27TAJGlWc"
"102","I wish someone would upload an S PLUS statistics tutorial !","jeremycanwalk","0","0","2013-04-20T05:45:33.559Z","sYMXqdu0JIIesqfP1ohtu6YYaNj29tXTw12fqdB45e0","None","FALSE","mL27TAJGlWc"
"103","man! amazing! I like this tutorial! I'm new in R! Thanks for this! I'll see 
the others!","outness777","0","1","2012-09-05T17:07:25.945Z","sYMXqdu0JIJ3f9sY6ewGmjSEOWhxMrdlnSyKPHnj2nM","None","FALSE","mL27TAJGlWc"
"104","whoa bud how much ram do you have because i see quite a few things running 
on the bottom right of your screen ","Sonic Seven","0","0","2012-08-25T09:22:50.376Z","sYMXqdu0JILb1D9EZIVnM8iHuDp_2QzJGBjwkBhDJFw","None","FALSE","mL27TAJGlWc"
"105","Thanks si much, R seems a little less scary after viewing ur tutorial","BlackAngel2073","0","2","2012-07-30T07:18:42.885Z","sYMXqdu0JIJ02HLvi9exzvPS9cpB3aBgQeZ516kSbi4","None","FALSE","mL27TAJGlWc"
"106","Nice tutorial, thanks for the help. ","Dylan Johnson","0","1","2012-07-10T16:27:41.621Z","sYMXqdu0JIJuzFQ0IvnVX_aDqqaDdKjbCnU4VMjf-Pw","None","FALSE","mL27TAJGlWc"
"107","thanks!","stopthatimmediately","0","1","2012-05-28T14:03:48.456Z","sYMXqdu0JIIa1T0mmcW99osi6LfQeNZFYxejBMpRMck","None","FALSE","mL27TAJGlWc"
"108","Very nice. Thanks for the effort! And the captions were good too lol","animals0feel1pain2","0","1","2012-03-18T03:02:51.793Z","sYMXqdu0JIIWyrVPVmee8a4XBUAKKYUgU4d4GhPjZKI","None","FALSE","mL27TAJGlWc"
"109","Nice tutorials... I made some tutorials in R also, check that out in my 
channel.","Analysis with Programming","0","1","2012-01-29T06:57:02.629Z","sYMXqdu0JIJGXKNYJ-fATOBwjFobhCWgaBeH35Fb5nI","None","FALSE","mL27TAJGlWc"
"1101","haa I remember this language you can install GUI on top of it rkward ","Sonic Seven","0","0","2011-09-02T05:41:46.374Z","sYMXqdu0JIIrOU0sKtIAVKKtV7jUacEyBeq8WaEE0gc","None","FALSE","mL27TAJGlWc"
"1111","Thanks for posting your tutorial! It's superb in order to get a first 
feeling for the program.","berzeljoe","0","1","2011-08-03T13:47:43.394Z","sYMXqdu0JIL9nB6gBe6iE1evXeW-KtGIRWZnGSgtVac","None","FALSE","mL27TAJGlWc"
"112","very brief, fast and practical. right on to the problem. ","Boom","0","0","2011-01-26T22:44:42.548Z","sYMXqdu0JILaONQD0s3tzjThpdXxbtO50_aReUnVfIA","None","FALSE","mL27TAJGlWc"
"113","are these vectors? I would call them arrays.","PeeteyP","0","0","2010-11-26T14:05:02.882Z","sYMXqdu0JIKM3_JsUy0qr64WsiLr8umHbq3aOucR9OM","None","FALSE","mL27TAJGlWc"
"114","Great introduction to R!","Tutorlol","0","1","2010-10-18T23:17:40.580Z","sYMXqdu0JIInYTBqsyXgdTIc-q6oMVljbs9N882AMZU","None","FALSE","mL27TAJGlWc"
"115","Awesome videos! Thanks a ton!","AntonChigurification","0","0","2010-09-21T04:04:00.194Z","sYMXqdu0JIIfdFMlrNH196QNzDUaChHDgUP8G9ZE2uA","None","FALSE","mL27TAJGlWc"
"116","just typing x should also work if you want to print out the content of a 
variable :)","Tarnus88","0","0","2010-05-07T14:52:57.369Z","sYMXqdu0JIIihzQChpAjeviMFQvUTHlBAikjRFPe9A0","None","FALSE","mL27TAJGlWc"
"117","Thanks for these videos. They are just what I needed. Nice job!","vtcruzr","0","0","2010-04-11T19:08:05.696Z","sYMXqdu0JIIp9j0ej3_laXMtmSCZiOfiwK2dFB6FksE","None","FALSE","mL27TAJGlWc"
"118","thanks ... this was very useful...keep it up...","adityadimri","0","0","2010-02-18T10:03:06.477Z","sYMXqdu0JILujtbQEn1EVBwDC_QAMv3q5b-Xo2V-300","None","FALSE","mL27TAJGlWc"
"119","Good Job,","Muhammad Azam","0","5","2009-06-13T23:30:41.711Z","sYMXqdu0JIKiYSE4BMmGPkHn_kGPMj17BkGdQu3988I","None","FALSE","mL27TAJGlWc"
"120","Great tutorial! For all you R enthusiasts out there: Check out Riki (dot) 
WikiDot!","followthytube","0","2","2009-03-16T23:33:33.974Z","sYMXqdu0JIK4kPMEQwjRGUbz4hlPUbHhlHizvKBpRbU","None","FALSE","mL27TAJGlWc"
"1211","Wonderful! Thanks for the lesson, and the sub-titles were appreciated too.","ninejaguar","0","3","2009-01-28T06:17:24.503Z","sYMXqdu0JIJ165gxKOj9sDe2shMbGVaOWRNyKf-D-eo","None","FALSE","mL27TAJGlWc"
"122","Thank you very much for the series of videos and posting them. jose","pepe-meche bandaschreiber","0","2","2008-12-27T16:39:30.152Z","sYMXqdu0JIKiC9rJm-8THIN4Bfbryl72n6IoYVrJaJE","None","FALSE","mL27TAJGlWc"
"123","Great video series. Thanks a lot. Unfortunately the image quality is very 
bad and it is very dfficult to read and in full screen it is very unsharp. 
Would you mind uploading a high quality version?","Thomas Haederle","0","2","2008-12-03T23:43:49.736Z","sYMXqdu0JIL7TmgPiU7yOJqgWFUuuh4QOsXdqfca29A","None","FALSE","mL27TAJGlWc"
"124","This was exactly what I was looking for. Thanks!","h2ocolor28","0","14","2008-07-11T20:45:31.013Z","sYMXqdu0JILvCiKShoU_3A0yITe3lUdsQ9u4zK2kdN4","None","FALSE","mL27TAJGlWc"
